Time,Voltages
0.0270666,0.136210183
3.3145185,0.136210183
6.6738417,0.136210183
10.133437,0.12608307
13.4895011,0.181782188
16.7802689,0.318498204
20.0480946,0.450150663
23.5694476,0.57167601
26.8645029,0.678010689
30.3254285,0.764091143
33.8166975,0.905870715
37.2588006,1.012205394
40.7212701,1.128667185
44.0629178,1.204620527
47.5402554,1.321082318
51.1668704,1.412226329
54.7256082,1.508433895
58.1535236,1.584387237
61.9543222,1.670467691
65.4117812,1.731230365
68.7205084,1.781865926
72.3052814,1.807183707
75.8282662,1.822374376
79.3677129,1.822374376
82.6729876,1.822374376
86.1415824,1.822374376
90.099507,1.812247263
93.3756007,1.781865926
96.9042454,1.741357477
100.1675799,1.705912584
103.4257966,1.675531248
106.8124647,1.629959242
110.2073863,1.589450793
113.6523852,1.548942344
117.0093876,1.508433895
120.3434206,1.472989002
123.6390557,1.432480553
127.1248541,1.391972104
130.7168779,1.346400099
134.1187951,1.300828094
137.5021384,1.265383201
140.798824,1.224874752
144.1934486,1.189429859
147.6128422,1.14892141
151.0441212,1.118540073
154.4937143,1.072968068
157.9742934,1.042586731
161.425042,1.012205394
164.8145988,0.981824057
168.3321383,0.95144272
171.6981754,0.931188496
175.1736301,0.905870715
178.6578733,0.880552934
182.070708,0.865362266
185.4394364,0.850171598
188.8716599,0.840044485
192.3724945,0.824853817
195.7698078,0.824853817
199.1198977,0.824853817
202.7911522,0.824853817
206.2409964,0.824853817
209.5758228,0.829917373
212.9768154,0.829917373
216.3456883,0.824853817
219.6960956,0.829917373
223.1382464,0.834980929
226.673885,0.855235154
230.2108482,0.880552934
233.610289,0.900807159
237.070481,0.921061384
240.5469978,0.941315608
244.0473305,0.966633389
247.5472973,0.986887613
251.1057673,1.007141838
255.5467061,1.032459619
259.5019354,1.052713843
262.93504,1.072968068
266.5482206,1.088158736
270.2738485,1.118540073
273.8289886,1.123603629
277.4264103,1.133730741
281.1671163,1.14892141
284.8280657,1.153984966
288.3221174,1.159048522
291.939115,1.169175634
295.5645763,1.17423919
298.8131481,1.17423919
302.3891914,1.179302746
305.8226537,1.184366303
309.230093,1.184366303
312.7120591,1.184366303
316.3633688,1.184366303
319.8944037,1.189429859
323.3997974,1.189429859
327.12703,1.189429859
330.7423617,1.189429859
334.2065776,1.189429859
337.7294357,1.189429859
341.1226437,1.189429859
344.5812006,1.189429859
347.9782547,1.189429859
351.3089547,1.189429859
354.8762657,1.189429859
358.3535956,1.184366303
361.8061242,1.189429859
365.2596387,1.189429859
368.656141,1.189429859
372.1390264,1.189429859
375.5280929,1.189429859
378.8941364,1.189429859
382.3086029,1.189429859
385.8334766,1.189429859
389.1567072,1.189429859
392.6219741,1.189429859
396.0783431,1.189429859
399.5339135,1.194493415
403.0125741,1.189429859
406.4226607,1.189429859
409.9178704,1.184366303
413.8167714,1.184366303
417.313209,1.179302746
420.9135383,1.17423919
424.211533,1.169175634
427.7573674,1.164112078
431.2191753,1.159048522
434.6056421,1.159048522
438.1676364,1.14892141
441.4748841,1.143857853
444.8904765,1.143857853
448.47596,1.138794297
452.0057422,1.138794297
455.4775412,1.133730741
459.0797929,1.128667185
462.412678,1.123603629
465.8281955,1.118540073
469.3045194,1.123603629
472.6421409,1.113476517
476.0376462,1.113476517
479.3910797,1.108412961
482.815563,1.113476517
486.3002815,1.103349404
489.5777577,1.098285848
496.1601402,1.098285848
499.7054891,1.093222292
503.1478548,1.088158736
507.0252264,1.08309518
511.1351883,1.072968068
514.7718543,1.078031624
518.2736175,1.062840955
521.9391963,1.062840955
525.7124415,1.062840955
529.3768686,1.057777399
532.935099,1.057777399
536.4248074,1.057777399
539.8345064,1.052713843
543.2394071,1.052713843
546.6499688,1.052713843
550.4717701,1.047650287
554.1480049,1.052713843
557.6034462,1.052713843
561.0515506,1.047650287
564.6813017,1.052713843
568.1623576,1.047650287
571.7009857,1.052713843
575.0842109,1.047650287
578.7828164,1.047650287
582.3995198,1.047650287
585.8184606,1.052713843
589.2355154,1.047650287
592.7270743,1.047650287
596.1750781,1.047650287
599.6704642,1.042586731
603.0422658,1.047650287
606.3186919,1.047650287
609.7000463,1.047650287
613.1853022,1.047650287
616.4796192,1.047650287
619.954665,1.047650287
623.2880357,1.047650287
626.5135173,1.047650287
629.8909056,1.042586731
633.2005233,1.047650287
636.5221544,1.047650287
639.8250523,1.047650287
643.4603198,1.047650287
646.9416503,1.047650287
650.3936412,1.047650287
653.8499337,1.047650287
657.3093286,1.047650287
660.8315959,1.047650287
664.6158839,1.047650287
667.9004412,1.047650287
671.4486515,1.047650287
674.9447974,1.047650287
678.3864984,1.047650287
681.7868959,1.047650287
685.4005557,1.047650287
688.9078445,1.047650287
692.4631357,1.047650287
696.0922928,1.047650287
699.7213469,1.052713843
703.0439717,1.042586731
706.4441715,1.047650287
710.0280969,1.047650287
713.5017025,1.047650287
716.807897,1.047650287
720.1000242,1.047650287
723.6209037,1.047650287
726.9773741,1.042586731
730.3461828,1.047650287
733.7447034,1.042586731
737.082492,1.047650287
740.2495974,1.047650287
743.609111,1.047650287
746.9193376,1.047650287
750.1936548,1.047650287
753.5592144,1.047650287
757.0757547,1.042586731
760.7286982,1.047650287
764.2304846,1.052713843
767.7841066,1.047650287
771.0936238,1.047650287
774.6733838,1.047650287
778.1887622,1.047650287
781.644963,1.052713843
784.9826804,1.047650287
788.4230008,1.047650287
791.8069913,1.047650287
795.0630194,1.052713843
798.4996007,1.047650287
801.9579401,1.052713843
805.557743,1.057777399
808.8868477,1.052713843
812.6000902,1.052713843
816.1003623,1.052713843
819.539065,1.062840955
823.0711232,1.067904511
826.4950117,1.067904511
829.8745671,1.067904511
833.3225922,1.062840955
836.6335722,1.062840955
840.0627117,1.062840955
843.3373555,1.067904511
846.8231438,1.062840955
850.140951,1.067904511
853.4723198,1.067904511
856.8692892,1.067904511
860.3147358,1.072968068
863.6218123,1.067904511
867.0841318,1.067904511
870.5759315,1.067904511
873.9585591,1.067904511
877.3385505,1.067904511
880.8444379,1.078031624
884.1250611,1.078031624
887.5542914,1.078031624
890.9997959,1.078031624
894.7004855,1.078031624
898.0880977,1.078031624
901.6270324,1.078031624
905.7285706,1.072968068
909.1861903,1.078031624
912.6618211,1.078031624
916.3316267,1.078031624
919.8008745,1.08309518
923.266863,1.078031624
926.6840453,1.078031624
930.3030012,1.078031624
933.867731,1.078031624
937.2695946,1.078031624
940.5576054,1.078031624
943.8919621,1.078031624
947.221475,1.078031624
950.7653275,1.078031624
954.1473686,1.078031624
957.4892905,1.078031624
960.8161943,1.078031624
964.2297941,1.078031624
967.6432903,1.078031624
971.0212434,1.078031624
974.3911758,1.078031624
977.7718693,1.078031624
981.2664444,1.08309518
984.8256039,1.078031624
988.2520883,1.078031624
991.7282441,1.078031624
995.1390383,1.08309518
998.6351724,1.078031624
1002.131905,1.08309518
1005.733154,1.078031624
1009.252927,1.078031624
1012.926843,1.078031624
1016.306286,1.078031624
1019.856026,1.078031624
1023.404123,1.078031624
1026.70569,1.078031624
1030.211904,1.078031624
1033.784312,1.078031624
1037.162346,1.072968068
1040.861378,1.078031624
1044.320258,1.078031624
1048.07641,1.078031624
1051.645916,1.078031624
1055.186482,1.078031624
1058.767934,1.072968068
1062.085429,1.078031624
1065.491282,1.078031624
1068.816307,1.078031624
1072.20616,1.078031624
1075.678708,1.078031624
1079.238461,1.078031624
1082.605169,1.08309518
1085.968181,1.078031624
1089.66285,1.072968068
1093.431333,1.08309518
1096.702153,1.078031624
1100.159536,1.078031624
1103.574583,1.078031624
1106.847534,1.078031624
1110.165619,1.098285848
1113.487421,1.093222292
1116.848609,1.098285848
1120.37017,1.098285848
1124.022501,1.098285848
1127.830224,1.098285848
1131.174977,1.098285848
1134.728,1.098285848
1138.022011,1.098285848
1141.392904,1.098285848
1144.958958,1.098285848
1148.638013,1.098285848
1152.092315,1.098285848
1155.703738,1.098285848
1159.172166,1.098285848
1162.554774,1.098285848
1166.059839,1.098285848
1169.472336,1.098285848
1173.217767,1.098285848
1176.657921,1.098285848
1180.108386,1.098285848
1183.567152,1.098285848
1187.005591,1.098285848
1190.275706,1.103349404
1193.543572,1.098285848
1196.900345,1.098285848
1200.21027,1.098285848
1203.578153,1.098285848
1207.050699,1.103349404
1210.566813,1.098285848
1214.071073,1.098285848
1217.413979,1.098285848
1220.843281,1.098285848
1224.328805,1.098285848
1227.639854,1.093222292
1231.056448,1.098285848
1234.428041,1.098285848
1237.825355,1.093222292
1241.460117,1.098285848
1244.881588,1.098285848
1248.426525,1.098285848
1251.884073,1.098285848
1255.477067,1.098285848
1259.000439,1.098285848
1262.448498,1.098285848
1265.828457,1.098285848
1269.272353,1.093222292
1272.606763,1.093222292
1276.028058,1.103349404
1279.437477,1.098285848
1283.068659,1.103349404
1286.598041,1.103349404
1290.120736,1.093222292
1293.662138,1.098285848
1297.09216,1.093222292
1300.516932,1.098285848
1303.838845,1.093222292
1307.512867,1.098285848
1311.109764,1.098285848
1314.666573,1.103349404
1318.305313,1.093222292
1321.824592,1.098285848
1325.419225,1.098285848
1329.082103,1.098285848
1332.581501,1.098285848
1336.215313,1.098285848
1340.007338,1.098285848
1343.58005,1.093222292
1347.078328,1.098285848
1350.670866,1.098285848
1353.997563,1.098285848
1357.506939,1.098285848
1361.063487,1.093222292
